AUN,LEAInstName,PreK_Half,LEACategory,LEAIUNumber,LEAIU,LEACountyName,LEAStatus,LEAStatusEffectiveDate,LEAWebAddress,LEAPublicEmailAddress,LEAMailingAddressLine1,LEAMailingAddressLine2,LEAMailingCity,LEAMailingState,LEAMailingZipCode,LEAMailingZipCodeExtn,LEALocationAddressLine1,LEALocationAddressLine2,LEALocationCity,LEALocationState,LEALocationZipCode,LEALocationZipCodeExtn,LEAPhoneNumber,LEAPhoneNumberExtn,LEAAdminTitle,LEAAdminSalutation,LEAAdminFirstName,LEAAdminMiddleInitial,LEAAdminLastName,LEAAdminSuffix,LEAAdminPhone,LEAAdminPhoneExtn,SchoolInstCtgyDesc,SchoolAUNNum,SchoolBranchNum,SchoolName,GradeYear,GradeList,GradeCtgy,K4_Half,K4_Full,K5_Half,K5_Full,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Elementary_Ungraded,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Secondary_Ungraded,SchoolCountyName,SchoolStatus,SchoolStatusEffDate,SchoolWebAddress,SchoolPublicEmailAddress,SchoolPhone,SchoolPhoneExtn,SchoolMailingAddressLine1,SchoolMailingAddressLine2,SchoolMailingCity,SchoolMailingState,SchoolMailingZipCode,SchoolMailingZipCodeExtn,SchoolLocationAddressLine1,SchoolLocationAddressLine2,SchoolLocationCity,SchoolLocationState,SchoolLocationZipCode,SchoolLocationZipCodeExtn,SchoolAdminTitle,SchoolAdminSalutation,SchoolAdminFirstName,SchoolAdminMiddleInitial,SchoolAdminLastName,SchoolAdminSuffix,CyberSchoolInd
106612203,Franklin Area SD,0,School District,6,Riverview IU 6,Venango,Open,09/22/1999,http://www.fasd.k12.pa.us,,40 Knights Way,,Franklin,PA,16323,1310,40 Knights Way,,Franklin,PA,16323,1310,(814)432-2121,,Superintendent,Mr,Mark,D,Loucks,,(814)432-2121,1110,Regular School,106612203,4667,Central El Sch,2021-2022,K5F-6,ELEMENTARY,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Venango,Open,06/29/2000,,,(814)432-8419,,1276 Otter St,,Franklin,PA,16323,1351,1276 Otter St,,Franklin,PA,16323,1351,Principal,Mr,Gary,,Canfora,,
106612203,Franklin Area SD,0,School District,6,Riverview IU 6,Venango,Open,09/22/1999,http://www.fasd.k12.pa.us,,40 Knights Way,,Franklin,PA,16323,1310,40 Knights Way,,Franklin,PA,16323,1310,(814)432-2121,,Superintendent,Mr,Mark,D,Loucks,,(814)432-2121,1110,Regular School,106612203,6166,Victory El Sch,2021-2022,K5F-6,ELEMENTARY,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Venango,Open,07/02/1997,,,(814)786-7311,,1819 Georgetown Rd,,Harrisville,PA,16038,9801,1819 Georgetown Rd,,Harrisville,PA,16038,9801,Principal,Mr,Kris,,Miller,,
112282307,Franklin County CTC,0,Career and Technical Center,12,Lincoln IU 12,Franklin,Open,07/06/1990,http://www.franklinctc.com,,2463 Loop Road,,Chambersburg,PA,17202,8847,2463 Loop Road,,Chambersburg,PA,17202,8847,(717)263-9033,,Director,Mr,James,T,Duffey,,(717)263-9033,213,Occupational CTC,112282307,5119,Franklin County CTC,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Franklin,Open,04/08/1997,http://www.franklinctc.com,,(717)263-9033,,2463 Loop Rd,,Chambersburg,PA,17202,8847,2463 Loop Rd,,Chambersburg,PA,17202,8847,Director,Mr,James,T,Duffey,,
107652603,Franklin Regional SD,0,School District,7,Westmoreland IU 7,Westmoreland,Open,06/08/1999,http://www.franklinregional.k12.pa.us,,3210 School Rd,,Murrysville,PA,15668,1553,3210 School Rd,,Murrysville,PA,15668,1553,(724)327-5456,7613,Superintendent,Dr,Gennaro,,Piraino,,(724)327-5456,7619,Regular School,107652603,4357,Franklin Regional Primary Sch,2021-2022,K5H-2,ELEMENTARY,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Westmoreland,Open,07/16/1999,,,(724)327-5456,3002,4121 Sardis Rd,,Murrysville,PA,15668,1121,4121 Sardis Rd,,Murrysville,PA,15668,1121,Principal,Mrs,Jennifer,,Difulvio,,
107652603,Franklin Regional SD,0,School District,7,Westmoreland IU 7,Westmoreland,Open,06/08/1999,http://www.franklinregional.k12.pa.us,,3210 School Rd,,Murrysville,PA,15668,1553,3210 School Rd,,Murrysville,PA,15668,1553,(724)327-5456,7613,Superintendent,Dr,Gennaro,,Piraino,,(724)327-5456,7619,Regular School,107652603,4360,Franklin Regional SHS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Westmoreland,Open,06/30/2000,,,(724)327-5456,5004,3200 School Rd,,Murrysville,PA,15668,1553,3200 School Rd,,Murrysville,PA,15668,1553,Principal,Mr,Ronald,,Suvak,,
107652603,Franklin Regional SD,0,School District,7,Westmoreland IU 7,Westmoreland,Open,06/08/1999,http://www.franklinregional.k12.pa.us,,3210 School Rd,,Murrysville,PA,15668,1553,3210 School Rd,,Murrysville,PA,15668,1553,(724)327-5456,7613,Superintendent,Dr,Gennaro,,Piraino,,(724)327-5456,7619,Regular School,107652603,7163,Franklin Regional Intermediate Sch,2021-2022,3-5,ELEMENTARY,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Westmoreland,Open,06/30/2000,,,(724)327-5456,7002,3240 School Rd,,Murrysville,PA,15668,1561,3240 School Rd,,Murrysville,PA,15668,1561,Principal,Mr,Robert,,Buffone,,
107652603,Franklin Regional SD,0,School District,7,Westmoreland IU 7,Westmoreland,Open,06/08/1999,http://www.franklinregional.k12.pa.us,,3210 School Rd,,Murrysville,PA,15668,1553,3210 School Rd,,Murrysville,PA,15668,1553,(724)327-5456,7613,Superintendent,Dr,Gennaro,,Piraino,,(724)327-5456,7619,Regular School,107652603,7602,Franklin Regional MS,2021-2022,"6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Westmoreland,Open,07/19/1999,,,(724)327-5456,2003,4660 Old William Penn Hwy,,Murrysville,PA,15668,2099,4660 Old William Penn Hwy,,Murrysville,PA,15668,2099,Principal,Mrs,Tawnia,,St. Amant,,
147513703,Franklin Towne Charter Elementary School,0,Charter School                          ,26,Philadelphia IU 26,Philadelphia,Open,07/01/2009,,,4259 Richmond Street,,Philadelphia,PA,19137,    ,4259 Richmond Street,,Philadelphia,PA,19137,    ,(215)289-3389,,Chief Executive Officer,Mr,Joseph,M,Venditti,,(215)289-5000,,Regular School,147513703,8123,Franklin Towne Charter Elementary School,2021-2022,"K5F-6,7-8",ELEMENTARY/SECONDARY,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,Philadelphia,Open,07/01/2009,http://www.franklintowne.org,,(215)289-3389,,4259 Richmond Street,,Philadelphia,PA,19137,    ,4259 Richmond Street,,Philadelphia,PA,19137,    ,Chief Executive Officer,Mr,Joseph,M,Venditti,Esq.,0
126513450,Franklin Towne CHS,0,Charter School                          ,26,Philadelphia IU 26,Philadelphia,Open,07/11/2000,http://www.Franklintowne.org,,5301 Tacony St,Box 310-Bldg 108,Philadelphia,PA,19137,2308,5301 Tacony St,Box 310-Bldg 108,Philadelphia,PA,19137,2308,(215)289-5000,,Chief Executive Officer,Mr,Joseph,,Venditti,,(215)289-5000,,Regular School,126513450,7666,Franklin Towne CHS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Philadelphia,Open,11/03/2000,http://www.franklintowne.org,,(215)289-5000,,5301 Tacony St Building 108,Box 310,Philadelphia,PA,19137,2308,5301 Tacony St Building 108,Box 310,Philadelphia,PA,19137,2308,Chief Executive Officer,Mr,Joseph,,Venditti,,0
101262903,Frazier SD,0,School District,1,Intermediate Unit 1,Fayette,Open,06/08/1999,http://www.frazierschooldistrict.org,,142 Constitution St,,Perryopolis,PA,15473,1390,142 Constitution St,,Perryopolis,PA,15473,1390,(724)736-9507,,Superintendent,Dr,William,R,Henderson,III,(724)736-9507,134,Regular School,101262903,2126,Frazier HS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Fayette,Open,06/24/1997,,,(724)736-9507,112,142 Constitution St,,Perryopolis,PA,15473,1390,142 Constitution St,,Perryopolis,PA,15473,1390,Principal,Mr,Jason,,Pappas,,
101262903,Frazier SD,0,School District,1,Intermediate Unit 1,Fayette,Open,06/08/1999,http://www.frazierschooldistrict.org,,142 Constitution St,,Perryopolis,PA,15473,1390,142 Constitution St,,Perryopolis,PA,15473,1390,(724)736-9507,,Superintendent,Dr,William,R,Henderson,III,(724)736-9507,134,Regular School,101262903,7176,Frazier MS,2021-2022,"6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Fayette,Open,07/21/1999,,,(724)736-9507,111,142 Constitution St,,Perryopolis,PA,15473,1390,142 Constitution St,,Perryopolis,PA,15473,1390,Principal,Mr,Michael,V,Turek,,
101262903,Frazier SD,1,School District,1,Intermediate Unit 1,Fayette,Open,06/08/1999,http://www.frazierschooldistrict.org,,142 Constitution St,,Perryopolis,PA,15473,1390,142 Constitution St,,Perryopolis,PA,15473,1390,(724)736-9507,,Superintendent,Dr,William,R,Henderson,III,(724)736-9507,134,Regular School,101262903,6686,Frazier El Sch,2021-2022,"PreKH,K4H,K5F-5",ELEMENTARY,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Fayette,Open,06/23/1998,,,(724)736-9507,102,142 Constitution St,,Perryopolis,PA,15473,1390,142 Constitution St,,Perryopolis,PA,15473,1390,Acting Principal,Mr,Michael,,Turek,,
126518547,Frederick Douglass Mastery CS,0,Charter School                          ,26,Philadelphia IU 26,Philadelphia,Open,07/01/2010,http://www.masterycharter.org/,,5700 Wayne Avenue,,Philadelphia,PA,19144,    ,2118 W. Norris St.,,Philadelphia,PA,19121,2100,(267)443-0673,,Chief Executive Officer,Mr,Scott,,Gordon,,(267)872-8710,,Regular School,126518547,8150,Frederick Douglass Mastery CS,2021-2022,"K5F-6,7-8",ELEMENTARY/SECONDARY,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,Philadelphia,Open,07/01/2010,http://www.masterycharter.org/,,(267)443-0673,,5700 Wayne Avenue,,Philadelphia,PA,19144,    ,2118 West Norris St.,,Philadelphia,PA,19121,2100,Chief Executive Officer,Mr,Scott,,Gordon,,0
127042853,Freedom Area SD,0,School District,27,Beaver Valley IU 27,Beaver,Open,06/08/1999,http://www.freedomareaschools.org,,1702 School Street,,Freedom,PA,15042,2000,1702 School Street,,Freedom,PA,15042,2000,(724)775-5464,,Acting Superintendent,Ms,Diane,,Workman,,(724)775-5464,129,Regular School,127042853,6563,Freedom Area SHS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Beaver,Open,07/16/1999,,,(724)775-7400,,1190 Bulldog Dr,,Freedom,PA,15042,1958,1190 Bulldog Dr,,Freedom,PA,15042,1958,Principal,Mr,Steven,,Mott,,
127042853,Freedom Area SD,0,School District,27,Beaver Valley IU 27,Beaver,Open,06/08/1999,http://www.freedomareaschools.org,,1702 School Street,,Freedom,PA,15042,2000,1702 School Street,,Freedom,PA,15042,2000,(724)775-5464,,Acting Superintendent,Ms,Diane,,Workman,,(724)775-5464,129,Regular School,127042853,8356,Freedom Area MS,2021-2022,"5-6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,Beaver,Open,07/01/2015,,,(724)775-7641,,1702 School Street,,Freedom,PA,15042,2000,1702 School Street,,Freedom,PA,15042,2000,Principal,Mr,Ryan,,Smith,,
127042853,Freedom Area SD,0,School District,27,Beaver Valley IU 27,Beaver,Open,06/08/1999,http://www.freedomareaschools.org,,1702 School Street,,Freedom,PA,15042,2000,1702 School Street,,Freedom,PA,15042,2000,(724)775-5464,,Acting Superintendent,Ms,Diane,,Workman,,(724)775-5464,129,Regular School,127042853,8357,Freedom Area El Sch,2021-2022,K5F-4,ELEMENTARY,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Beaver,Open,07/01/2015,,,(724)775-1122,,1700 School St.,,Freedom,PA,15042,,1700 School St.,,Freedom,PA,15042,,Principal,Mr,John,,Capehart,,
128033053,Freeport Area SD,0,School District,28,ARIN IU 28,Armstrong,Open,07/26/2000,http://www.freeport.k12.pa.us,,PO Box C,,Freeport,PA,16229,0303,621 South Pike Rd,,Sarver,PA,16055,9202,(724)295-5141,,Superintendent,Mr,Ian,M,Magness,,(724)295-5141,1222,Regular School,128033053,0591,Buffalo El Sch,2021-2022,K5F-5,ELEMENTARY,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Armstrong,Open,06/30/1997,http://www.freeport.k12.pa.us,,(724)353-9577,,PO Box C,,Freeport,PA,16229,    ,500 Sarver Rd,,Sarver,PA,16055,    ,Principal,Mr,Steven,D,Poleski,,
128033053,Freeport Area SD,0,School District,28,ARIN IU 28,Armstrong,Open,07/26/2000,http://www.freeport.k12.pa.us,,PO Box C,,Freeport,PA,16229,0303,621 South Pike Rd,,Sarver,PA,16055,9202,(724)295-5141,,Superintendent,Mr,Ian,M,Magness,,(724)295-5141,1222,Regular School,128033053,0592,South Buffalo El Sch,2021-2022,K5F-5,ELEMENTARY,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Armstrong,Open,07/12/2000,http://www.freeport.k12.pa.us,,(724)295-9510,,562 Freeport Rd,,Freeport,PA,16229,1810,562 Freeport Rd,,Freeport,PA,16229,1810,Principal,Mr,Jeffrey,S,Lesko,,
128033053,Freeport Area SD,0,School District,28,ARIN IU 28,Armstrong,Open,07/26/2000,http://www.freeport.k12.pa.us,,PO Box C,,Freeport,PA,16229,0303,621 South Pike Rd,,Sarver,PA,16055,9202,(724)295-5141,,Superintendent,Mr,Ian,M,Magness,,(724)295-5141,1222,Regular School,128033053,0594,Freeport Area SHS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Armstrong,Open,06/28/2000,http://www.freeport.k12.pa.us,,(724)295-5143,,PO Box H,,Freeport,PA,16055,,625 South Pike Rd,,Freeport,PA,16055,9202,Principal,Mr,Michael,R,Kleckner,,
128033053,Freeport Area SD,0,School District,28,ARIN IU 28,Armstrong,Open,07/26/2000,http://www.freeport.k12.pa.us,,PO Box C,,Freeport,PA,16229,0303,621 South Pike Rd,,Sarver,PA,16055,9202,(724)295-5141,,Superintendent,Mr,Ian,M,Magness,,(724)295-5141,1222,Regular School,128033053,8346,Freeport Area MS,2021-2022,"6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Armstrong,Open,07/01/2015,http://www.freeport.k12.pa.us,,(724)295-9020,,PO Box C,,Freeport,PA,16229,,629 South Pike Rd.,,Sarver,PA,16055,,Principal,Mr,Timothy,E,Edwards,,
126513270,Freire CS,0,Charter School                          ,26,Philadelphia IU 26,Philadelphia,Open,05/24/1999,http://www.freirecharterschool.org,,2027 Chestnut Street,,Philadelphia,PA,19103,    ,2027 Chestnut Street,,Philadelphia,PA,19103,    ,(215)557-8555,,Chief Executive Officer,Mr,Christopher,,Zagacki,,(267)670-7499,2919,Regular School,126513270,7586,Freire CS,2021-2022,"5-6,7-12",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,Philadelphia,Open,05/31/2000,http://www.freirecharterschool.org,,(215)557-8555,,2027 Chestnut Street,,Philadelphia,PA,19103,    ,2027 Chestnut Street,,Philadelphia,PA,19103,    ,Chief Executive Officer,Mr,Christopher,,Zagacki,,0
111292507,Fulton County Center for Career and Technology,0,Career and Technical Center,11,Tuscarora IU 11,Fulton,Open,07/06/1990,http://www.fcavts.org,,145 East Cherry Street,,McConnellsburg,PA,17233,1400,145 East Cherry Street,,McConnellsburg,PA,17233,1400,(717)485-5813,,Director Vocational Education,Mr,Erik,,Damgaard,,(717)485-5813,202,Occupational CTC,111292507,7192,Fulton County Center for Career and Technology,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Fulton,Open,08/16/1999,http://www.fcavts.org,,(717)485-5813,,145 East Cherry Street,,McConnellsburg,PA,17233,1400,145 East Cherry Street,,McConnellsburg,PA,17233,1400,Director,Mr,Erik,,Damgaard,,
109532804,Galeton Area SD,0,School District,9,Seneca Highlands IU 9,Potter,Open,07/13/1999,http://www.gasd.net,,27 Bridge Street,,Galeton,PA,16922,1398,27 Bridge Street,,Galeton,PA,16922,1398,(814)435-6571,232,Superintendent,Mrs,Alanna,R,Huck,,(814)435-6571,233,Regular School,109532804,6223,Galeton Area Sch,2021-2022,"K4F,K5F-6,7-12",ELEMENTARY/SECONDARY,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,Potter,Open,08/06/1998,http://www.gasd.net,,(814)435-6571,,27 Bridge Street,,Galeton,PA,16922,1398,27 Bridge Street,,Galeton,PA,16922,1398,Principal,Dr,Clyde,,Pierce,,
125234103,Garnet Valley SD,0,School District,25,Delaware County IU 25,Delaware,Open,08/05/1999,http://www.garnetvalleyschools.com,,80 Station Road,,Glen Mills,PA,19342,1558,80 Station Road,,Glen Mills,PA,19342,1558,(610)579-7300,,Superintendent,Dr,Marc,S,Bertrando,,(610)579-7374,,Regular School,125234103,1869,Garnet Valley HS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Delaware,Open,07/21/1999,,,(610)579-7745,,552 Smithbridge Rd,,Glen Mills,PA,19342,1558,552 Smithbridge Rd,,Glen Mills,PA,19342,1558,Principal,Mr,Stephen,,Brandt,,
125234103,Garnet Valley SD,0,School District,25,Delaware County IU 25,Delaware,Open,08/05/1999,http://www.garnetvalleyschools.com,,80 Station Road,,Glen Mills,PA,19342,1558,80 Station Road,,Glen Mills,PA,19342,1558,(610)579-7300,,Superintendent,Dr,Marc,S,Bertrando,,(610)579-7374,,Regular School,125234103,6506,Concord El Sch,2021-2022,"K5H,1-2",ELEMENTARY,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Delaware,Open,10/14/1999,,,(610)579-6100,,114 Station Road,,Glen Mills,PA,19342,1561,114 Station Road,,Glen Mills,PA,19342,1561,Principal,Dr,Adam,,Penning,,
125234103,Garnet Valley SD,0,School District,25,Delaware County IU 25,Delaware,Open,08/05/1999,http://www.garnetvalleyschools.com,,80 Station Road,,Glen Mills,PA,19342,1558,80 Station Road,,Glen Mills,PA,19342,1558,(610)579-7300,,Superintendent,Dr,Marc,S,Bertrando,,(610)579-7374,,Regular School,125234103,7313,Garnet Valley MS,2021-2022,"6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Delaware,Open,10/14/1999,,,(610)579-5100,,601 Smithbridge Rd,,Glen Mills,PA,19342,1284,601 Smithbridge Rd,,Glen Mills,PA,19342,1284,Principal,Mrs,Lisa,,Stenz,,
125234103,Garnet Valley SD,0,School District,25,Delaware County IU 25,Delaware,Open,08/05/1999,http://www.garnetvalleyschools.com,,80 Station Road,,Glen Mills,PA,19342,1558,80 Station Road,,Glen Mills,PA,19342,1558,(610)579-7300,,Superintendent,Dr,Marc,S,Bertrando,,(610)579-7374,,Regular School,125234103,7486,Garnet Valley El Sch,2021-2022,3-5,ELEMENTARY,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Delaware,Open,07/21/1999,,,(610)579-4150,,599 Smithbridge Rd,,Glen Mills,PA,19342,1569,599 Smithbridge Rd,,Glen Mills,PA,19342,1569,Principal,Mrs,Caitlin,,Jones,,
125234103,Garnet Valley SD,0,School District,25,Delaware County IU 25,Delaware,Open,08/05/1999,http://www.garnetvalleyschools.com,,80 Station Road,,Glen Mills,PA,19342,1558,80 Station Road,,Glen Mills,PA,19342,1558,(610)579-7300,,Superintendent,Dr,Marc,S,Bertrando,,(610)579-7374,,Regular School,125234103,7714,Bethel Springs El Sch,2021-2022,1-5,ELEMENTARY,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Delaware,Open,05/07/2002,,,(610)579-3000,,3280 Foulk Road,,Garnet Valley,PA,19060,,3280 Foulk Road,,Garnet Valley,PA,19060,,Principal,Mrs,Virginia Tara,,Allen,,
103024102,Gateway SD,0,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.gatewayk12.org,,9000 Gateway Campus Boulevard,,Monroeville,PA,15146,3378,9000 Gateway Campus Boulevard,,Monroeville,PA,15146,3378,(412)372-5300,,Superintendent,Dr,William,G,Short,,(412)373-5700,,Regular School,103024102,0157,Evergreen El Sch,2021-2022,K5F-4,ELEMENTARY,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Allegheny,Open,07/24/1998,http://www.gatewayk12.org,,(412)373-5842,,3831 Evergreen Dr,,Monroeville,PA,15146,1219,3831 Evergreen Dr,,Monroeville,PA,15146,1219,,Mr,Michael,,Matteo,,
103024102,Gateway SD,0,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.gatewayk12.org,,9000 Gateway Campus Boulevard,,Monroeville,PA,15146,3378,9000 Gateway Campus Boulevard,,Monroeville,PA,15146,3378,(412)372-5300,,Superintendent,Dr,William,G,Short,,(412)373-5700,,Regular School,103024102,0161,Dr Cleveland Steward Jr El Sch,2021-2022,K5F-4,ELEMENTARY,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Allegheny,Open,05/05/1999,http://www.gatewayk12.org,,(412)373-5874,,5000 Gateway Campus Blvd,,Monroeville,PA,15146,3382,5000 Gateway Campus Blvd,,Monroeville,PA,15146,3382,Principal,Dr,Eric,,Knorr,,
103024102,Gateway SD,0,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.gatewayk12.org,,9000 Gateway Campus Boulevard,,Monroeville,PA,15146,3378,9000 Gateway Campus Boulevard,,Monroeville,PA,15146,3378,(412)372-5300,,Superintendent,Dr,William,G,Short,,(412)373-5700,,Regular School,103024102,0165,University Park El Sch,2021-2022,K5F-4,ELEMENTARY,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Allegheny,Open,07/23/1996,http://www.gatewayk12.org,,(724)327-4113,,320 Noel Dr,,Monroeville,PA,15146,1524,320 Noel Dr,,Monroeville,PA,15146,1524,Principal,Ms,Jennifer,,Hoffner,,
103024102,Gateway SD,0,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.gatewayk12.org,,9000 Gateway Campus Boulevard,,Monroeville,PA,15146,3378,9000 Gateway Campus Boulevard,,Monroeville,PA,15146,3378,(412)372-5300,,Superintendent,Dr,William,G,Short,,(412)373-5700,,Regular School,103024102,0170,Gateway SHS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Allegheny,Open,05/05/1999,http://www.gatewayk12.org,,(412)373-5744,,3000 Gateway Campus Blvd,,Monroeville,PA,15146,3383,3000 Gateway Campus Blvd,,Monroeville,PA,15146,3383,Principal,Mr,Justin,G,Stephans,,
103024102,Gateway SD,0,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.gatewayk12.org,,9000 Gateway Campus Boulevard,,Monroeville,PA,15146,3378,9000 Gateway Campus Boulevard,,Monroeville,PA,15146,3378,(412)372-5300,,Superintendent,Dr,William,G,Short,,(412)373-5700,,Regular School,103024102,5191,Ramsey El Sch,2021-2022,K5F-4,ELEMENTARY,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Allegheny,Open,07/24/1998,http://www.gatewayk12.org,,(412)373-5856,,2200 Ramsey Rd,,Monroeville,PA,15146,4824,2200 Ramsey Rd,,Monroeville,PA,15146,4824,Principal,Ms,Rebecca,,Gill,,
103024102,Gateway SD,0,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.gatewayk12.org,,9000 Gateway Campus Boulevard,,Monroeville,PA,15146,3378,9000 Gateway Campus Boulevard,,Monroeville,PA,15146,3378,(412)372-5300,,Superintendent,Dr,William,G,Short,,(412)373-5700,,Regular School,103024102,8489,Moss Side MS,2021-2022,"5-6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,Allegheny,Open,07/01/2021,http://www.gatewayk12.org,,(412)373-5830,,9000 Gateway Campus Blvd,,Monroeville,PA,15146,3378,9000 Gateway Campus Blvd,,Monroeville,PA,15146,3378,Principal,Mr,Michael,,Jack,,
105253903,General McLane SD,0,School District,5,Northwest Tri-County IU 5,Erie,Open,06/08/1999,http://www.generalmclane.org,,11771 Edinboro Rd,,Edinboro,PA,16412,1025,11771 Edinboro Rd,,Edinboro,PA,16412,1025,(814)273-1033,5901,Superintendent of Schools,Dr,Matthew,,Lane,,(814)273-1033,5901,Regular School,105253903,2038,Edinboro El Sch,2021-2022,K5F-4,ELEMENTARY,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Erie,Open,07/16/1999,,,(814)273-1033,3900,5390 Route 6N,,Edinboro,PA,16412,1251,5390 Route 6N,,Edinboro,PA,16412,1251,Principal,Mr,Randy,,White,,
105253903,General McLane SD,0,School District,5,Northwest Tri-County IU 5,Erie,Open,06/08/1999,http://www.generalmclane.org,,11771 Edinboro Rd,,Edinboro,PA,16412,1025,11771 Edinboro Rd,,Edinboro,PA,16412,1025,(814)273-1033,5901,Superintendent of Schools,Dr,Matthew,,Lane,,(814)273-1033,5901,Regular School,105253903,2039,McKean El Sch,2021-2022,K5F-4,ELEMENTARY,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Erie,Open,06/28/2000,,,(814)273-1033,4900,5120 West Rd,,Mc Kean,PA,16426,1424,5120 West Rd,,Mc Kean,PA,16426,1424,Principal,Mr,Michael,,Getz,,
105253903,General McLane SD,0,School District,5,Northwest Tri-County IU 5,Erie,Open,06/08/1999,http://www.generalmclane.org,,11771 Edinboro Rd,,Edinboro,PA,16412,1025,11771 Edinboro Rd,,Edinboro,PA,16412,1025,(814)273-1033,5901,Superintendent of Schools,Dr,Matthew,,Lane,,(814)273-1033,5901,Regular School,105253903,2040,General McLane HS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Erie,Open,07/21/1999,,,(814)273-1033,1900,11761 Edinboro Rd,,Edinboro,PA,16412,1025,11761 Edinboro Rd,,Edinboro,PA,16412,1025,Principal,Mr,Daniel,V,Mennow,,
105253903,General McLane SD,0,School District,5,Northwest Tri-County IU 5,Erie,Open,06/08/1999,http://www.generalmclane.org,,11771 Edinboro Rd,,Edinboro,PA,16412,1025,11771 Edinboro Rd,,Edinboro,PA,16412,1025,(814)273-1033,5901,Superintendent of Schools,Dr,Matthew,,Lane,,(814)273-1033,5901,Regular School,105253903,5225,James W Parker MS,2021-2022,"5-6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,Erie,Open,07/21/1999,,,(814)273-1033,2900,11781 Edinboro Rd,,Edinboro,PA,16412,1025,11781 Edinboro Rd,,Edinboro,PA,16412,1025,Assistant/Vice Principal,Dr,Jason,T,Buto,,
